abbreviation	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0540	(1) s_0310 + (1) s_0946 <-> (1) s_0742 + (1) s_0308	reversible	NA	-1000.00	1000.00	  0.00	(YBR263W)	
r_0541	(1) s_0742 + (1) s_1001 <-> (1) s_0474 + (1) s_1286	reversible	NA	-1000.00	1000.00	  0.00	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0542	(1) s_1084 + (1) s_0603 <-> (1) s_1089 + (1) s_1001	reversible	NA	-1000.00	1000.00	  0.00	(((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W)) or ((YDR148C) and (YFL018C) and (YIL125W)))	
r_0543	(1) s_0742 + (1) s_1002 <-> (1) s_0474 + (1) s_1287	reversible	NA	-1000.00	1000.00	  0.00	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0544	(1) s_0310 + (1) s_1287 -> (1) s_0308 + (1) s_0432 + (1) s_0604	irreversible	NA	  0.00	1000.00	  0.00	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0545	(1) s_1084 + (1) s_0604 <-> (1) s_1089 + (1) s_1002	reversible	NA	-1000.00	1000.00	  0.00	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0546	(1) s_0310 + (1) s_1286 -> (1) s_0308 + (1) s_0432 + (1) s_0603	irreversible	NA	  0.00	1000.00	  0.00	((YAL044C) and (YDR019C) and (YFL018C) and (YMR189W))	
r_0547	(1) s_1415 -> (1) s_1411 + (1) s_0438	irreversible	NA	  0.00	1000.00	  0.00	(((YFR015C) and (YJL137C)) or ((YFR015C) and (YKR058W)) or ((YJL137C) and (YLR258W)) or ((YKR058W) and (YLR258W)))	
r_0548	(1) s_0743 + (1) s_1207 -> (1) s_0549	irreversible	NA	  0.00	1000.00	  0.00	(YPR160W)	
r_0549	(1) s_0446 + (1) s_0740 -> (1) s_0434 + (1) s_0605 + (1) s_0724	irreversible	NA	  0.00	1000.00	  0.00	((YBR121C) or (YPR081C))	
r_0550	(1) s_1044 + (1) s_0748 -> (1) s_0514 + (1) s_1081	irreversible	NA	  0.00	1000.00	  0.00	(YLR195C)	
r_0551	(1) s_0446 + (1) s_0907 + (1) s_0306 -> (1) s_0899 + (1) s_0434 + (1) s_0752 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YMR217W)	
r_0552	(1) s_0760 -> (1) s_0555 + (1) s_0757	irreversible	NA	  0.00	1000.00	  0.00	(YDR400W)	
r_0553	(1) s_0339 <-> (1) s_0729	reversible	NA	-1000.00	1000.00	  0.00	((YDR331W) and (YDR434W) and (YHR188C) and (YLR088W) and (YLR459W))	
r_0554	(1) s_0729 <-> (1) s_0730	reversible	NA	-1000.00	1000.00	  0.00	(YFL025C)	
r_0555	(1) s_0338 <-> (1) s_0336 + (1) s_0370	reversible	NA	-1000.00	1000.00	  0.00	(YMR281W)	
r_0556	(1) s_0337 + (1) s_0615 <-> (1) s_0617 + (1) s_0341	reversible	NA	-1000.00	1000.00	  0.00	((YJR013W) and (YCL052C))	
r_0557	(1) s_0341 + (1) s_1235 <-> (1) s_0344	reversible	NA	-1000.00	1000.00	  0.00	(YKL165C)	
r_0558	(1) s_0615 + (1) s_0344 <-> (1) s_0617 + (1) s_0346	reversible	NA	-1000.00	1000.00	  0.00	(YBR004C)	
r_0559	(1) s_0615 + (1) s_0346 <-> (1) s_0345	reversible	NA	-1000.00	1000.00	  0.00	(YGL142C)	
r_0560	(1) s_1235 + (1) s_0345 <-> (1) s_0597 + (1) s_0339	reversible	NA	-1000.00	1000.00	  0.00	((YDR302W) or (YLL031C))	
r_0561	(1) s_0755 -> (1) s_0689 + (1) s_0353	irreversible	NA	  0.00	1000.00	  0.00	(YGR267C)	
r_0562	(1) s_0755 -> (1) s_0689 + (1) s_0145 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YBL033C)	
r_0563	(1) s_0755 -> (2) s_1207 + (1) s_0752	irreversible	NA	  0.00	1000.00	  0.00	(YER005W)	
r_0564	(1) s_0757 -> (1) s_0430 + (1) s_0364	irreversible	NA	  0.00	1000.00	  0.00	(YDL238C)	
r_0565	(1) s_0331 + (1) s_0757 -> (1) s_0752 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YDR399W)	
r_0566	(1) s_0446 + (1) s_0760 -> (1) s_0400 + (1) s_0752	irreversible	NA	  0.00	1000.00	  0.00		
r_0567	(1) s_0446 + (1) s_0752 <-> (1) s_0400 + (1) s_0706	reversible	NA	-1000.00	1000.00	  0.00	(YDR454C)	
r_0568	(1) s_0752 + (1) s_0566 <-> (1) s_0706 + (1) s_0562	reversible	NA	-1000.00	1000.00	  0.00	(YDR454C)	
r_0569	(1) s_1089 + (1) s_1163 + (1) s_0774 -> (1) s_1084 + (1) s_0773	irreversible	NA	  0.00	1000.00	  0.00	((YDR376W) and (YER141W) and (YPL252C))	
r_0570	(1) s_0681 + (1) s_0196 -> (1) s_0608 + (1) s_0774	irreversible	NA	  0.00	1000.00	  0.00	(YPL172C)	
r_0571	(1) s_1296 + (1) s_0159 -> (1) s_1292 + (1) s_1409	irreversible	NA	  0.00	1000.00	  0.00	((YDR204W) and (YGL119W) and (YGR255C) and (YLR201C) and (YML110C) and (YOL096C) and (YOR125C))	
r_0572	(1) s_0446 + (1) s_0535 -> (1) s_0400 + (1) s_0539	irreversible	NA	  0.00	1000.00	  0.00	((YFR053C) or (YGL253W))	
r_0573	(1) s_0446 + (1) s_0545 -> (1) s_0400 + (1) s_0410	irreversible	NA	  0.00	1000.00	  0.00	((YCL040W) or (YFR053C) or (YGL253W))	
r_0574	(1) s_0446 + (1) s_0551 -> (1) s_0400 + (1) s_0554	irreversible	NA	  0.00	1000.00	  0.00	((YFR053C) or (YGL253W))	
r_0575	(2) s_1082 + (1) s_0915 -> (2) s_1087 + (1) s_0911	irreversible	NA	  0.00	1000.00	  0.00	(YCL030C)	
r_0576	(1) s_0916 -> (1) s_1207 + (1) s_0915	irreversible	NA	  0.00	1000.00	  0.00	(YFR025C)	
r_0577	(1) s_0899 + (1) s_0212 -> (1) s_0185 + (1) s_0916	irreversible	NA	  0.00	1000.00	  0.00	(YIL116W)	
r_0578	(1) s_0446 + (1) s_0911 -> (1) s_0434 + (1) s_0605 + (1) s_0796	irreversible	NA	  0.00	1000.00	  0.00	(YPR033C)	
r_0579	(1) s_0449 + (1) s_0913 -> (1) s_0435 + (1) s_0608 + (1) s_0797	irreversible	NA	  0.00	1000.00	  0.00	(YPR033C)	
r_0580	(1) s_1293 + (1) s_0911 -> (1) s_1290 + (1) s_1054	irreversible	NA	  0.00	1000.00	  0.00	(YBR034C)	
r_0581	(1) s_0468 <-> (1) s_0800	reversible	NA	-1000.00	1000.00	  0.00	(YDR234W)	
r_0582	(1) s_0383 + (1) s_0187 -> (1) s_0517 + (1) s_0798	irreversible	NA	  0.00	1000.00	  0.00		
r_0583	(1) s_0384 + (1) s_0188 -> (1) s_0518 + (1) s_0799	irreversible	NA	  0.00	1000.00	  0.00	((YDL131W) or (YDL182W))	
r_0584	(1) s_1293 + (1) s_0917 -> (1) s_0933 + (1) s_1290	irreversible	NA	  0.00	1000.00	  0.00	((YLL062C) or (YPL273W))	
r_0585	(1) s_1084 + (1) s_0800 <-> (1) s_1089 + (1) s_0180	reversible	NA	-1000.00	1000.00	  0.00	(YIL094C)	
r_0586	(1) s_1087 + (1) s_0886 -> (1) s_1082 + (1) s_0919	irreversible	NA	  0.00	1000.00	  0.00	(YJR139C)	
r_0587	(1) s_1096 + (1) s_0886 -> (1) s_1091 + (1) s_0919	irreversible	NA	  0.00	1000.00	  0.00	(YJR139C)	
r_0588	(1) s_0446 + (1) s_0919 -> (1) s_0400 + (1) s_1122	irreversible	NA	  0.00	1000.00	  0.00	(YHR025W)	
r_0589	(1) s_0380 + (1) s_0919 <-> (1) s_0514 + (1) s_1117	reversible	NA	-1000.00	1000.00	  0.00	(YNL277W)	
r_0590	(1) s_0801 + (1) s_1521 -> (1) s_1517	irreversible	NA	  0.00	1000.00	  0.00	(((YDR453C) and (YGR209C)) or ((YDR453C) and (YLR043C)))	
r_0591	(1) s_0802 + (1) s_1522 -> (1) s_1518	irreversible	NA	  0.00	1000.00	  0.00	((YBL064C) and (YCR083W))	
r_0592	(1) s_0804 + (1) s_1524 -> (1) s_1520	irreversible	NA	  0.00	1000.00	  0.00	(((YGR209C) and (YLR109W)) or ((YLR043C) and (YLR109W)))	
r_0593	(1) s_0036 -> (1) s_0028 + (1) s_0717	irreversible	NA	  0.00	1000.00	  0.00	(YDR272W)	
r_0594	(1) s_0037 -> (1) s_0030 + (1) s_0719	irreversible	NA	  0.00	1000.00	  0.00	(YOR040W)	
r_0595	(1) s_0293 + (1) s_0795 -> (1) s_0608 + (1) s_0223	irreversible	NA	  0.00	1000.00	  0.00	(YNR041C)	
r_0596	(1) s_0446 + (1) s_0313 -> (1) s_0400 + (1) s_0299	irreversible	NA	  0.00	1000.00	  0.00	(YPL214C)	
r_0597	(4) s_1253 -> (4) s_0430 + (1) s_1259	irreversible	NA	  0.00	1000.00	  0.00	(YDL205C)	
r_0598	(2) s_1091 + (1) s_0514 + (1) s_0031 <-> (2) s_1096 + (1) s_0225	reversible	NA	-1000.00	1000.00	  0.00	((YLR450W) or (YML075C))	
r_0599	(1) s_0514 + (1) s_0225 <-> (1) s_0380 + (1) s_0374	reversible	NA	-1000.00	1000.00	  0.00	(YML126C)	
r_0600	(1) s_0517 + (1) s_0228 <-> (1) s_0383 + (1) s_0377	reversible	NA	-1000.00	1000.00	  0.00	(YML126C)	
r_0601	(1) s_0446 + (1) s_0276 -> (1) s_0400 + (1) s_0274	irreversible	NA	  0.00	1000.00	  0.00	((YOL055C) or (YPL258C) or (YPR121W))	
r_0602	(1) s_1273 -> (1) s_1207 + (1) s_1272	irreversible	NA	  0.00	1000.00	  0.00		
r_0603	(1) s_0808 + (1) s_0331 -> (1) s_0816 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	(YDR399W)	
r_0604	(1) s_0315 + (1) s_0907 -> (1) s_0899 + (1) s_0317 + (1) s_0532	irreversible	NA	  0.00	1000.00	  0.00	(YBR248C)	
r_0605	(1) s_0532 -> (1) s_0212	irreversible	NA	  0.00	1000.00	  0.00	(YOR202W)	
r_0606	(1) s_0816 <-> (1) s_0325	reversible	NA	-1000.00	1000.00	  0.00	((YLR028C) or (YMR120C))	
r_0607	(1) s_1082 + (1) s_0816 -> (1) s_1087 + (1) s_0306	irreversible	NA	  0.00	1000.00	  0.00	((YHR216W) or (YLR432W))	
r_0608	(1) s_0078 -> (1) s_0470 + (1) s_0088	irreversible	NA	  0.00	1000.00	  0.00	(YKL211C)	
r_0609	(1) s_0213 <-> (1) s_0470 + (1) s_0817	reversible	NA	-1000.00	1000.00	  0.00	((YDR380W) or (YGR087C) or (YLR044C) or (YLR134W))	
r_0610	(1) s_0605 -> (2) s_1207	irreversible	NA	  0.00	1000.00	  0.00	(YBR011C)	
r_0611	(1) s_0608 -> (2) s_1211	irreversible	NA	  0.00	1000.00	  0.00	(YMR267W)	
r_0612	(1) s_0450 + (1) s_1025 -> (1) s_0404 + (1) s_1027	irreversible	NA	  0.00	1000.00	  0.00	(YDR315C)	
r_0613	(1) s_0450 + (1) s_0125 -> (1) s_1025 + (1) s_0404	irreversible	NA	  0.00	1000.00	  0.00	(YDR173C)	
r_0614	(1) s_0450 + (1) s_0126 -> (1) s_1025 + (1) s_0404	irreversible	NA	  0.00	1000.00	  0.00	(YDR173C)	
r_0615	(1) s_0450 + (1) s_0127 -> (1) s_0404 + (1) s_0126	irreversible	NA	  0.00	1000.00	  0.00	(YDR173C)	
r_0616	(1) s_0450 + (1) s_0127 -> (1) s_0404 + (1) s_0125	irreversible	NA	  0.00	1000.00	  0.00	(YDR173C)	
r_0617	(1) s_0829 <-> (1) s_0830	reversible	NA	-1000.00	1000.00	  0.00		
r_0618	(1) s_0129 + (1) s_1013 <-> (1) s_0825	reversible	NA	-1000.00	1000.00	  0.00	(YDR072C)	
r_0619	(1) s_0446 + (1) s_0822 -> (1) s_0400 + (1) s_0816	irreversible	NA	  0.00	1000.00	  0.00		
r_0620	(1) s_1207 + (1) s_1026 <-> (1) s_0324	reversible	NA	-1000.00	1000.00	  0.00	(YDR017C)	
r_0621	(1) s_0129 + (1) s_1061 <-> (1) s_0828	reversible	NA	-1000.00	1000.00	  0.00	(YKL004W)	
r_0622	(1) s_0129 + (1) s_1065 <-> (1) s_0828	reversible	NA	-1000.00	1000.00	  0.00	(YKL004W)	
r_0623	(1) s_0129 + (1) s_1059 <-> (1) s_0829	reversible	NA	-1000.00	1000.00	  0.00	(YKL004W)	
r_0624	(1) s_0129 + (1) s_1063 <-> (1) s_0829	reversible	NA	-1000.00	1000.00	  0.00	(YKL004W)	
r_0625	(1) s_0826 <-> (1) s_0130 + (1) s_0489	reversible	NA	-1000.00	1000.00	  0.00	(YER019W)	
r_0626	(1) s_0827 <-> (1) s_0131 + (1) s_0490	reversible	NA	-1000.00	1000.00	  0.00	(YER019W)	
r_0627	(1) s_0834 -> (1) s_0369 + (1) s_0836	irreversible	NA	  0.00	1000.00	  0.00	(YOR126C)	
r_0628	(1) s_0842 -> (1) s_0369 + (1) s_0839	irreversible	NA	  0.00	1000.00	  0.00	(YOR126C)	
r_0629	(1) s_1084 + (1) s_0848 -> (1) s_1089 + (1) s_0474 + (1) s_0187	irreversible	NA	  0.00	1000.00	  0.00	((YNL037C) and (YOR136W))	
r_0630	(1) s_1091 + (1) s_0847 -> (1) s_1096 + (1) s_0185 + (1) s_0470	irreversible	NA	  0.00	1000.00	  0.00	(YLR174W)	
r_0631	(1) s_1094 + (1) s_0848 -> (1) s_0474 + (1) s_1098 + (1) s_0187	irreversible	NA	  0.00	1000.00	  0.00	(YDL066W)	
r_0632	(1) s_1095 + (1) s_0849 -> (1) s_0189 + (1) s_0476 + (1) s_1099	irreversible	NA	  0.00	1000.00	  0.00	(YNL009W)	
r_0633	(1) s_0847 -> (1) s_0749 + (1) s_1338	irreversible	NA	  0.00	1000.00	  0.00	(YER065C)	
r_0634	(1) s_0185 + (1) s_0920 <-> (1) s_0899 + (1) s_0059	reversible	NA	-1000.00	1000.00	  0.00	(YJR148W)	
r_0635	(1) s_0187 + (1) s_0922 <-> (1) s_0901 + (1) s_0063	reversible	NA	-1000.00	1000.00	  0.00	(YHR208W)	
r_0636	(1) s_0446 + (1) s_0920 -> (1) s_0434 + (1) s_0605 + (1) s_0813	irreversible	NA	  0.00	1000.00	  0.00	(YBL076C)	
r_0637	(1) s_0449 + (1) s_0922 -> (1) s_0435 + (1) s_0608 + (1) s_0814	irreversible	NA	  0.00	1000.00	  0.00	(YPL040C)	
r_0638	(1) s_0850 <-> (1) s_1257	reversible	NA	-1000.00	1000.00	  0.00	(YPL117C)	
r_0639	(1) s_0449 + (1) s_0517 + (1) s_0853 <-> (1) s_1211 + (1) s_0403 + (1) s_0856	reversible	NA	-1000.00	1000.00	  0.00	((YGR244C) and (YOR142W))	
r_0640	(1) s_0042 + (1) s_1098 -> (1) s_1094 + (1) s_0007	irreversible	NA	  0.00	1000.00	  0.00	(YLR355C)	
r_0641	(1) s_0924 -> (1) s_0863 + (1) s_0439	irreversible	NA	  0.00	1000.00	  0.00	(YLR231C)	
r_0642	(1) s_1096 + (1) s_1160 + (1) s_0924 -> (1) s_1091 + (1) s_0229	irreversible	NA	  0.00	1000.00	  0.00	(YBL098W)	
r_0643	(1) s_1084 + (1) s_0119 -> (1) s_1089 + (1) s_0648	irreversible	NA	  0.00	1000.00	  0.00	(YHR037W)	
r_0644	(1) s_0119 <-> (1) s_0862	reversible	NA	-1000.00	1000.00	  0.00		
r_0645	(1) s_0860 -> (1) s_0470 + (1) s_0429	irreversible	NA	  0.00	1000.00	  0.00		
r_0646	(1) s_1084 + (1) s_0862 <-> (1) s_1089 + (1) s_0648	reversible	NA	-1000.00	1000.00	  0.00	(YHR037W)	
r_0647	(1) s_0187 + (1) s_0865 <-> (1) s_1279 + (1) s_0901	reversible	NA	-1000.00	1000.00	  0.00	(YLR089C)	
r_0648	(1) s_0866 -> (1) s_0366 + (1) s_0740	irreversible	NA	  0.00	1000.00	  0.00	(YEL046C)	
r_0649	(1) s_1091 + (1) s_0866 <-> (1) s_1096 + (1) s_0860	reversible	NA	-1000.00	1000.00	  0.00	(YMR226C)	
r_0650	(1) s_1087 + (1) s_0446 + (1) s_0861 -> (1) s_1082 + (1) s_0434 + (1) s_0605 + (1) s_0867	irreversible	NA	  0.00	1000.00	  0.00	((YBR115C) and (YGL154C))	
r_0651	(1) s_0446 + (1) s_1096 + (1) s_0861 -> (1) s_1091 + (1) s_0434 + (1) s_0605 + (1) s_0867	irreversible	NA	  0.00	1000.00	  0.00	((YBR115C) and (YGL154C))	
r_0652	(1) s_0877 -> (1) s_0430 + (1) s_0881	irreversible	NA	  0.00	1000.00	  0.00	(YDR321W)	
r_0654	(1) s_0185 + (1) s_0647 -> (1) s_0899 + (1) s_0288	irreversible	NA	  0.00	1000.00	  0.00	(YLR027C)	
r_0655	(1) s_0187 + (1) s_0648 -> (1) s_0901 + (1) s_0289	irreversible	NA	  0.00	1000.00	  0.00	(YKL106W)	
r_0656	(1) s_0189 + (1) s_0649 -> (1) s_0903 + (1) s_0290	irreversible	NA	  0.00	1000.00	  0.00	(YLR027C)	
r_0657	(1) s_0905 <-> (1) s_0120	reversible	NA	-1000.00	1000.00	  0.00		
r_0658	(1) s_0906 <-> (1) s_0121	reversible	NA	-1000.00	1000.00	  0.00		
r_0659	(1) s_1084 + (1) s_1380 -> (1) s_1089 + (1) s_0119	irreversible	NA	  0.00	1000.00	  0.00	(YHR037W)	
r_0660	(1) s_1094 + (1) s_1380 -> (1) s_1098 + (1) s_0119	irreversible	NA	  0.00	1000.00	  0.00	(YHR037W)	
r_0661	(1) s_1087 + (1) s_0118 -> (1) s_1082 + (1) s_1379	irreversible	NA	  0.00	1000.00	  0.00	(YER023W)	
r_0662	(1) s_1096 + (1) s_0118 -> (1) s_1091 + (1) s_1379	irreversible	NA	  0.00	1000.00	  0.00	(YER023W)	
r_0663	(1) s_1096 + (1) s_1019 -> (1) s_1091 + (1) s_0065	irreversible	NA	  0.00	1000.00	  0.00	((YHR104W) or (YOL151W))	
r_0664	(1) s_0943 -> (1) s_1277 + (1) s_0430	irreversible	NA	  0.00	1000.00	  0.00	(YCL064C)	
r_0665	(1) s_1091 + (1) s_0943 <-> (1) s_1096 + (1) s_0868	reversible	NA	-1000.00	1000.00	  0.00	(YMR226C)	
r_0666	(1) s_1082 + (1) s_0897 -> (1) s_1087 + (1) s_0947	irreversible	NA	  0.00	1000.00	  0.00	(YJR159W)	
r_0667	(1) s_0949 -> (1) s_0430 + (1) s_0183	irreversible	NA	  0.00	1000.00	  0.00	(YCL064C)	
r_0668	(1) s_0951 -> (1) s_0184 + (1) s_0432	irreversible	NA	  0.00	1000.00	  0.00	(YER086W)	
r_0669	(1) s_1160 + (1) s_0952 -> (1) s_1074	irreversible	NA	  0.00	1000.00	  0.00	(YJR078W)	
r_0670	(1) s_0122 + (1) s_0955 -> (1) s_0309 + (1) s_1075	irreversible	NA	  0.00	1000.00	  0.00	(YDR403W)	
r_0671	(1) s_1082 + (1) s_0065 -> (1) s_1087 + (1) s_0066	irreversible	NA	  0.00	1000.00	  0.00		
r_0672	(1) s_1019 + (1) s_0717 -> (1) s_0036	irreversible	NA	  0.00	1000.00	  0.00	(YML004C)	
r_0673	(1) s_0040 -> (1) s_0963	irreversible	NA	  0.00	1000.00	  0.00	(YHR072W)	
r_0674	(1) s_0185 + (1) s_0925 <-> (1) s_0899 + (1) s_0297	reversible	NA	-1000.00	1000.00	  0.00	(YJR148W)	
r_0675	(1) s_0187 + (1) s_0927 <-> (1) s_0901 + (1) s_0298	reversible	NA	-1000.00	1000.00	  0.00	(YHR208W)	
r_0676	(1) s_0446 + (1) s_0925 -> (1) s_0434 + (1) s_0605 + (1) s_0981	irreversible	NA	  0.00	1000.00	  0.00	(YPL160W)	
r_0677	(1) s_0449 + (1) s_0927 -> (1) s_0435 + (1) s_0608 + (1) s_0982	irreversible	NA	  0.00	1000.00	  0.00	(YLR382C)	
r_0678	(1) s_0983 <-> (1) s_0013	reversible	NA	-1000.00	1000.00	  0.00	(YNL045W)	
r_0679	(1) s_0984 <-> (1) s_0014	reversible	NA	-1000.00	1000.00	  0.00	(YNL045W)	
r_0680	(1) s_0983 <-> (1) s_0588	reversible	NA	-1000.00	1000.00	  0.00	(YNL045W)	
r_0681	(1) s_0984 <-> (1) s_0589	reversible	NA	-1000.00	1000.00	  0.00	(YNL045W)	
r_0682	(1) s_0983 <-> (1) s_0985	reversible	NA	-1000.00	1000.00	  0.00	(YNL045W)	
r_0683	(1) s_0984 <-> (1) s_0986	reversible	NA	-1000.00	1000.00	  0.00	(YNL045W)	
r_0684	(1) s_0075 -> (1) s_1207 + (1) s_1215	irreversible	NA	  0.00	1000.00	  0.00	(YDR503C)	
r_0685	(1) s_0087 + (1) s_0668 <-> (1) s_1232	reversible	NA	-1000.00	1000.00	  0.00	(YPR140W)	
r_0686	(1) s_0446 + (1) s_0929 -> (1) s_0434 + (1) s_0605 + (1) s_1003	irreversible	NA	  0.00	1000.00	  0.00	(YDR037W)	
r_0687	(1) s_0449 + (1) s_0931 -> (1) s_0435 + (1) s_0608 + (1) s_1004	irreversible	NA	  0.00	1000.00	  0.00	(YNL073W)	
r_0688	(1) s_1082 + (1) s_0069 <-> (1) s_1087 + (1) s_1156	reversible	NA	-1000.00	1000.00	  0.00	(YOL126C)	
r_0689	(1) s_1084 + (1) s_0071 <-> (1) s_1089 + (1) s_1158	reversible	NA	-1000.00	1000.00	  0.00	(YKL085W)	
r_0690	(1) s_1086 + (1) s_0072 <-> (1) s_1090 + (1) s_1159	reversible	NA	-1000.00	1000.00	  0.00	(YDL078C)	
r_0691	(1) s_0380 + (1) s_0749 -> (1) s_0514 + (1) s_0069	irreversible	NA	  0.00	1000.00	  0.00	((YIR031C) or (YNL117W))	
r_0692	(1) s_0385 + (1) s_0751 -> (1) s_0519 + (1) s_0072	irreversible	NA	  0.00	1000.00	  0.00	(YNL117W)	
r_0693	(1) s_1084 + (1) s_0071 -> (1) s_1279 + (1) s_1089 + (1) s_0474	irreversible	NA	  0.00	1000.00	  0.00	(YKL029C)	
r_0694	(1) s_1094 + (1) s_0071 -> (1) s_1279 + (1) s_0474 + (1) s_1098	irreversible	NA	  0.00	1000.00	  0.00	(YKL029C)	
r_0695	(1) s_1005 <-> (1) s_0514 + (1) s_0478	reversible	NA	-1000.00	1000.00	  0.00	((YKL182W) and (YPL231W))	
r_0696	(1) s_1008 <-> (1) s_0517 + (1) s_0479	reversible	NA	-1000.00	1000.00	  0.00	((YBR026C) and (YER061C) and (YHR067W) and (YKL055C) and (YKL192C) and (YOR221C))	
r_0697	(1) s_0755 + (1) s_0553 -> (1) s_0605 + (1) s_0710	irreversible	NA	  0.00	1000.00	  0.00	(YDL055C)	
r_0698	(1) s_0554 <-> (1) s_0539	reversible	NA	-1000.00	1000.00	  0.00	(YER003C)	
r_0699	(1) s_0016 <-> (1) s_0123	reversible	NA	-1000.00	1000.00	  0.00	(YBR084W)	
r_0700	(1) s_0015 <-> (1) s_0122	reversible	NA	-1000.00	1000.00	  0.00	(YGR204W)	
r_0701	(1) s_0446 + (1) s_0933 -> (1) s_1207 + (1) s_1293 + (1) s_0605	irreversible	NA	  0.00	1000.00	  0.00	((YDR502C) or (YLR180W))	
r_0702	(1) s_0328 + (1) s_0917 -> (1) s_0933 + (1) s_0309	irreversible	NA	  0.00	1000.00	  0.00	(YER091C)	
r_0703	(1) s_0123 + (1) s_1017 -> (1) s_0310 + (1) s_0682	irreversible	NA	  0.00	1000.00	  0.00	(YBL013W)	
r_0704	(1) s_0446 + (1) s_0933 -> (1) s_0434 + (1) s_0605 + (1) s_1016	irreversible	NA	  0.00	1000.00	  0.00	(YGR264C)	
r_0705	(1) s_0449 + (1) s_0935 -> (1) s_0435 + (1) s_0608 + (1) s_1017	irreversible	NA	  0.00	1000.00	  0.00	(YGR171C)	
r_0706	(1) s_1082 + (1) s_0307 -> (1) s_1087 + (1) s_0015	irreversible	NA	  0.00	1000.00	  0.00	(YKR080W)	
r_0707	(1) s_1091 + (1) s_0307 <-> (1) s_1096 + (1) s_0015	reversible	NA	-1000.00	1000.00	  0.00	(YGR204W)	
r_0708	(1) s_1094 + (1) s_0308 <-> (1) s_1098 + (1) s_0016	reversible	NA	-1000.00	1000.00	  0.00	(YBR084W)	
r_0709	(1) s_0735 -> (1) s_1207 + (1) s_1019	irreversible	NA	  0.00	1000.00	  0.00		
r_0710	(1) s_0012 -> (1) s_1279 + (1) s_1340	irreversible	NA	  0.00	1000.00	  0.00	(YPR006C)	
r_0711	(1) s_0446 + (1) s_0031 -> (1) s_0400 + (1) s_0022	irreversible	NA	  0.00	1000.00	  0.00	(YMR208W)	
r_0712	(1) s_0521 + (1) s_0031 -> (1) s_0481 + (1) s_0022	irreversible	NA	  0.00	1000.00	  0.00	(YMR208W)	
r_0713	(1) s_0755 + (1) s_0031 -> (1) s_0706 + (1) s_0022	irreversible	NA	  0.00	1000.00	  0.00	(YMR208W)	
r_0714	(1) s_1430 + (1) s_0031 -> (1) s_1411 + (1) s_0022	irreversible	NA	  0.00	1000.00	  0.00	(YMR208W)	
r_0715	(1) s_0446 + (1) s_0021 -> (1) s_0400 + (1) s_1207 + (1) s_0470 + (1) s_0850	irreversible	NA	  0.00	1000.00	  0.00	(YNR043W)	
r_0716	(1) s_1097 + (1) s_0250 <-> (1) s_1092 + (1) s_0233	reversible	NA	-1000.00	1000.00	  0.00	(YBR159W)	
r_0717	(1) s_1097 + (1) s_0246 <-> (1) s_1092 + (1) s_0232	reversible	NA	-1000.00	1000.00	  0.00	(YBR159W)	
r_0718	(1) s_1097 + (1) s_0260 <-> (1) s_1092 + (1) s_0237	reversible	NA	-1000.00	1000.00	  0.00	(YBR159W)	
r_0719	(1) s_1097 + (1) s_0247 <-> (1) s_1092 + (1) s_0046	reversible	NA	-1000.00	1000.00	  0.00	(YBR159W)	
r_0720	(1) s_1097 + (1) s_0257 <-> (1) s_1092 + (1) s_0052	reversible	NA	-1000.00	1000.00	  0.00	(YBR159W)	
r_0721	(1) s_1097 + (1) s_0254 <-> (1) s_1092 + (1) s_0234	reversible	NA	-1000.00	1000.00	  0.00	(YBR159W)	
r_0722	(1) s_1097 + (1) s_0261 <-> (1) s_1092 + (1) s_0055	reversible	NA	-1000.00	1000.00	  0.00	(YBR159W)	
r_0723	(1) s_0711 + (1) s_0828 <-> (1) s_1013	reversible	NA	-1000.00	1000.00	  0.00	((YBR036C) and (YPL057C))	
r_0724	(1) s_0711 + (1) s_0829 <-> (1) s_1013	reversible	NA	-1000.00	1000.00	  0.00	((YBR036C) and (YDR297W))	
r_0725	(1) s_0128 -> (1) s_1207 + (1) s_1021	irreversible	NA	  0.00	1000.00	  0.00	((YDR287W) or (YHR046C))	
r_0726	(1) s_0410 -> (1) s_0128	irreversible	NA	  0.00	1000.00	  0.00	(YJL153C)	
r_0727	(1) s_1096 + (1) s_1160 + (1) s_1044 -> (1) s_1091 + (1) s_1360	irreversible	NA	  0.00	1000.00	  0.00		
r_0728	(1) s_1098 + (1) s_1070 -> (1) s_1094 + (1) s_1211 + (1) s_0149	irreversible	NA	  0.00	1000.00	  0.00	(YER069W)	
r_0729	(1) s_0380 + (1) s_0422 <-> (1) s_0514 + (1) s_1069	reversible	NA	-1000.00	1000.00	  0.00	(YFL017C)	
