abbreviation	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_1404	(1) s_0929 <-> (1) s_0931	reversible	NA	-1000.00	1000.00	  0.00		
r_1405	(1) s_1211 + (1) s_0069 <-> (1) s_1207 + (1) s_0071	reversible	NA	-1000.00	1000.00	  0.00	(YLR348C)	
r_1406	(1) s_1156 + (1) s_0072 <-> (1) s_1159 + (1) s_0069	reversible	NA	-1000.00	1000.00	  0.00		
r_1408	(1) s_1011 <-> (1) s_1012	reversible	NA	-1000.00	1000.00	  0.00		
r_1410	(1) s_0935 <-> (1) s_0933	reversible	NA	-1000.00	1000.00	  0.00		
r_1411	(1) s_1021 <-> (1) s_1023	reversible	NA	-1000.00	1000.00	  0.00		
r_1412	(1) s_1056 ->  	irreversible	NA	  0.00	1000.00	  0.00	(YBR180W)	
r_1413	(1) s_1082 <-> (1) s_1084	reversible	NA	-1000.00	1000.00	  0.00	((YEL006W) or (YIL006W))	
r_1414	(1) s_1082 + (1) s_0564 <-> (1) s_1084 + (1) s_0565	reversible	NA	-1000.00	1000.00	  0.00	(YIL006W)	
r_1415	(1) s_1082 + (1) s_0434 <-> (1) s_1084 + (1) s_0435	reversible	NA	-1000.00	1000.00	  0.00	(YIL006W)	
r_1416	(1) s_1082 + (1) s_0593 <-> (1) s_1084 + (1) s_0594	reversible	NA	-1000.00	1000.00	  0.00	(YIL006W)	
r_1417	(1) s_1082 + (1) s_0752 <-> (1) s_1084 + (1) s_0754	reversible	NA	-1000.00	1000.00	  0.00	(YIL006W)	
r_1418	(1) s_1082 + (1) s_0571 <-> (1) s_1084 + (1) s_0572	reversible	NA	-1000.00	1000.00	  0.00	(YIL006W)	
r_1419	(1) s_1085 <-> (1) s_1082	reversible	NA	-1000.00	1000.00	  0.00		
r_1420	(1) s_1082 <-> (1) s_1083	reversible	NA	-1000.00	1000.00	  0.00		
r_1421	(1) s_1087 <-> (1) s_1088	reversible	NA	-1000.00	1000.00	  0.00		
r_1422	(1) s_1091 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1423	(1) s_1091 <-> (1) s_1092	reversible	NA	-1000.00	1000.00	  0.00		
r_1424	(1) s_1096 <-> (1) s_1097	reversible	NA	-1000.00	1000.00	  0.00		
r_1425	(1) s_0430 <-> (1) s_0432	reversible	NA	-1000.00	1000.00	  0.00		
r_1426	(1) s_1100 <-> (1) s_1102	reversible	NA	-1000.00	1000.00	  0.00		
r_1428	(1) s_1108 <-> (1) s_1110	reversible	NA	-1000.00	1000.00	  0.00		
r_1429	(1) s_1108 <-> (1) s_1111	reversible	NA	-1000.00	1000.00	  0.00		
r_1430	(1) s_1108 <-> (1) s_1112	reversible	NA	-1000.00	1000.00	  0.00		
r_1432	(1) s_1119 -> (1) s_1120	irreversible	NA	  0.00	1000.00	  0.00		
r_1433	(1) s_1160 <-> (1) s_1161	reversible	NA	-1000.00	1000.00	  0.00		
r_1434	(1) s_1160 <-> (1) s_1163	reversible	NA	-1000.00	1000.00	  0.00		
r_1436	(1) s_1160 <-> (1) s_1164	reversible	NA	-1000.00	1000.00	  0.00		
r_1437	(1) s_1329 <-> (1) s_1331	reversible	NA	-1000.00	1000.00	  0.00	(YPL147W)	
r_1441	(1) s_1153 <-> (1) s_1151	reversible	NA	-1000.00	1000.00	  0.00	(YOR130C)	
r_1443	(1) s_1156 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1444	(1) s_1156 <-> (1) s_1158	reversible	NA	-1000.00	1000.00	  0.00	(YKL120W)	
r_1446	(1) s_1517 <-> (1) s_1520	reversible	NA	-1000.00	1000.00	  0.00		
r_1447	(1) s_1187 <-> (1) s_1188	reversible	NA	-1000.00	1000.00	  0.00		
r_1448	(1) s_2544 <-> (1) s_2543	reversible	NA	-1000.00	1000.00	  0.00		
r_1449	(1) s_1192 <-> (1) s_1193	reversible	NA	-1000.00	1000.00	  0.00		
r_1450	(1) s_0032 <-> (1) s_0033	reversible	NA	-1000.00	1000.00	  0.00		
r_1453	(1) s_1196 <-> (1) s_1198	reversible	NA	-1000.00	1000.00	  0.00		
r_1454	(1) s_1201 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1455	(1) s_1203 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1456	(1) s_1203 <-> (1) s_1205	reversible	NA	-1000.00	1000.00	  0.00		
r_1457	(1) s_0938 <-> (1) s_0936	reversible	NA	-1000.00	1000.00	  0.00		
r_1458	(1) s_1207 <-> (1) s_1212	reversible	NA	-1000.00	1000.00	  0.00		
r_1459	(1) s_1207 <-> (1) s_1213	reversible	NA	-1000.00	1000.00	  0.00		
r_1460	(1) s_1207 + (1) s_0807 <-> (1) s_1211 + (1) s_0806	reversible	NA	-1000.00	1000.00	  0.00	(YER053C)	
r_1462	(1) s_1207 <-> (1) s_1211	reversible	NA	-1000.00	1000.00	  0.00	(YJR077C)	
r_1463	(1) s_1207 <-> (1) s_1214	reversible	NA	-1000.00	1000.00	  0.00		
r_1464	(1) s_1216 <-> (1) s_1218	reversible	NA	-1000.00	1000.00	  0.00		
r_1465	(1) s_1217 <-> (1) s_1216	reversible	NA	-1000.00	1000.00	  0.00		
r_1466	(1) s_1215 <-> (1) s_1216	reversible	NA	-1000.00	1000.00	  0.00		
r_1467	(1) s_1220 <-> (1) s_1222	reversible	NA	-1000.00	1000.00	  0.00		
r_1468	(1) s_1220 <-> (1) s_1223	reversible	NA	-1000.00	1000.00	  0.00		
r_1469	(1) s_1220 <-> (1) s_1224	reversible	NA	-1000.00	1000.00	  0.00		
r_1470	(1) s_1232 <-> (1) s_1229	reversible	NA	-1000.00	1000.00	  0.00		
r_1471	(1) s_1234 <-> (1) s_1237	reversible	NA	-1000.00	1000.00	  0.00		
r_1472	(1) s_1234 <-> (1) s_1238	reversible	NA	-1000.00	1000.00	  0.00		
r_1473	(1) s_0446 + (1) s_0090 -> (1) s_0400 + (1) s_0111	irreversible	NA	  0.00	1000.00	  0.00	((YJL100W) or (YLR305C))	
r_1474	(1) s_0446 + (1) s_0111 -> (1) s_0400 + (1) s_0107	irreversible	NA	  0.00	1000.00	  0.00	(YDR208W)	
r_1477	(1) s_1265 <-> (1) s_1266	reversible	NA	-1000.00	1000.00	  0.00		
r_1478	(1) s_0331 <-> (1) s_0332	reversible	NA	-1000.00	1000.00	  0.00		
r_1479	(1) s_1268 ->  	irreversible	NA	  0.00	1000.00	  0.00	(YKL174C)	
r_1482	(1) s_1277 <-> (1) s_1279	reversible	NA	-1000.00	1000.00	  0.00		
r_1483	(1) s_1277 <-> (1) s_1280	reversible	NA	-1000.00	1000.00	  0.00		
r_1485	(1) s_1281 <-> (1) s_1282	reversible	NA	-1000.00	1000.00	  0.00		
r_1486	(1) s_1521 <-> (1) s_1524	reversible	NA	-1000.00	1000.00	  0.00		
r_1487	(1) s_1283 <-> (1) s_1285	reversible	NA	-1000.00	1000.00	  0.00		
r_1490	(1) s_1290 <-> (1) s_1292	reversible	NA	-1000.00	1000.00	  0.00		
r_1492	(1) s_1293 <-> (1) s_1296	reversible	NA	-1000.00	1000.00	  0.00	(YNL003C)	
r_1494	(1) s_0943 <-> (1) s_0946	reversible	NA	-1000.00	1000.00	  0.00		
r_1495	(1) s_1311 <-> (1) s_1314	reversible	NA	-1000.00	1000.00	  0.00		
r_1496	(1) s_1315 <-> (1) s_1316	reversible	NA	-1000.00	1000.00	  0.00		
r_1497	(1) s_1319 ->  	irreversible	NA	  0.00	  0.00	  0.00	(YLR138W)	
r_1498	(1) s_1321 ->  	irreversible	NA	  0.00	1000.00	  0.00	(YKL174C)	
r_1501	(1) s_1327 <-> (1) s_1328	reversible	NA	-1000.00	1000.00	  0.00		
r_1502	(1) s_0041 <-> (1) s_0040	reversible	NA	-1000.00	1000.00	  0.00		
r_1504	(1) s_1211 + (1) s_1338 -> (1) s_1207 + (1) s_1340	irreversible	NA	  0.00	1000.00	  0.00	(YLR348C)	
r_1505	(1) s_0694 + (1) s_1338 -> (1) s_0692 + (1) s_1340	irreversible	NA	  0.00	1000.00	  0.00	(YJR095W)	
r_1508	(1) s_1349 ->  	irreversible	NA	  0.00	1000.00	  0.00	(YPL092W)	
r_1509	(1) s_1351 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1510	(1) s_1355 <-> (1) s_1356	reversible	NA	-1000.00	1000.00	  0.00		
r_1511	(1) s_1365 -> (1) s_1367	irreversible	NA	  0.00	1000.00	  0.00	(YGR096W)	
r_1513	(1) s_0949 <-> (1) s_0951	reversible	NA	-1000.00	1000.00	  0.00		
r_1515	(1) s_1375 ->  	irreversible	NA	  0.00	  0.00	  0.00		
r_1516	(1) s_1379 <-> (1) s_1380	reversible	NA	-1000.00	1000.00	  0.00		
r_1518	(1) s_0416 <-> (1) s_0418	reversible	NA	-1000.00	1000.00	  0.00		
r_1519	(1) s_0952 <-> (1) s_0954	reversible	NA	-1000.00	1000.00	  0.00		
r_1520	(1) s_1404 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1521	(1) s_1404 <-> (1) s_1406	reversible	NA	-1000.00	1000.00	  0.00		
r_1522	(1) s_0955 <-> (1) s_0957	reversible	NA	-1000.00	1000.00	  0.00		
r_1523	(1) s_0955 <-> (1) s_0958	reversible	NA	-1000.00	1000.00	  0.00		
r_1524	(1) s_1413 -> (1) s_1414	irreversible	NA	  0.00	1000.00	  0.00	(YPL244C)	
r_1525	(1) s_1417 <-> (1) s_1419	reversible	NA	-1000.00	1000.00	  0.00		
r_1526	(1) s_1417 <-> (1) s_1418	reversible	NA	-1000.00	1000.00	  0.00	(YBR192W)	
r_1530	(1) s_1430 <-> (1) s_1431	reversible	NA	-1000.00	1000.00	  0.00	(YBR192W)	
r_1531	(1) s_1430 + (1) s_1418 -> (1) s_1417 + (1) s_1431	irreversible	NA	  0.00	1000.00	  0.00	(YBR192W)	
r_1532	(1) s_0960 <-> (1) s_0962	reversible	NA	-1000.00	1000.00	  0.00		
r_1537	(1) s_1447 <-> (1) s_1448	reversible	NA	-1000.00	1000.00	  0.00		
r_1538	(1) s_1448 <-> (1) s_1449	reversible	NA	-1000.00	1000.00	  0.00		
r_1643	(1) s_0043 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1644	(1) s_0049 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1645	(1) s_0046 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1646	(1) s_0052 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1647	(1) s_0234 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1648	(1) s_0055 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1649	(1) s_0243 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1650	(1) s_0251 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1651	(1) s_0247 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1652	(1) s_0257 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1653	(1) s_0254 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1654	(1) s_0261 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1655	(1) s_0294 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1656	(1) s_0375 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1657	(1) s_0381 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1658	(1) s_0583 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1659	(1) s_0203 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1660	(1) s_0978 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1661	(1) s_0779 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1662	(1) s_0226 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1663	(1) s_0854 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1664	(1) s_1006 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1665	(1) s_1148 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1666	(1) s_1141 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1667	(1) s_0282 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1668	(1) s_1188 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1669	(1) s_1250 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1670	(1) s_1261 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1671	(1) s_1335 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1672	(1) s_1342 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1673	(1) s_1356 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1674	(1) s_1045 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1675	(1) s_1383 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1676	(1) s_1386 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1677	(1) s_1389 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1678	(1) s_0783 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1679	(1) s_1392 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1680	(1) s_1395 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1681	(1) s_0044 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1682	(1) s_0050 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1683	(1) s_0047 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1684	(1) s_0053 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1685	(1) s_0235 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1686	(1) s_0056 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1687	(1) s_0244 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1688	(1) s_0252 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1689	(1) s_0248 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1690	(1) s_0258 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1691	(1) s_0255 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1692	(1) s_0262 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1693	(1) s_0295 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1694	(1) s_0376 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1695	(1) s_0382 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1696	(1) s_0584 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1697	(1) s_0204 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1698	(1) s_0979 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1699	(1) s_0780 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1700	(1) s_0227 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1701	(1) s_0855 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1702	(1) s_1007 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1703	(1) s_1149 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1704	(1) s_1142 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1705	(1) s_0283 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1706	(1) s_1189 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1707	(1) s_1251 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1708	(1) s_1262 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1709	(1) s_1336 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1710	(1) s_1343 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1711	(1) s_1357 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1712	(1) s_1046 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1713	(1) s_1384 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1714	(1) s_1387 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1715	(1) s_1390 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1716	(1) s_0784 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1717	(1) s_1393 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1718	(1) s_1396 -> (1) s_0387	irreversible	NA	  0.00	1000.00	  0.00		
r_1719	(1) s_1184 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1720	(1) s_1148 -> (1) s_0386	irreversible	NA	  0.00	1000.00	  0.00		
r_1721	(1) s_1359 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1722	(1) s_1195 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1723	(1) s_0793 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1724	(1) s_0776 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1725	(1) s_1131 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1726	(1) s_1113 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1727	(1) s_0810 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1728	(1) s_0775 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1729	(1) s_0611 -> (1) s_0614	irreversible	NA	  0.00	1000.00	  0.00		
r_1730	(1) s_0645 -> (1) s_0643	irreversible	NA	  0.00	1000.00	  0.00		
r_1731	(1) s_0646 -> (1) s_0643	irreversible	NA	  0.00	1000.00	  0.00		
r_1732	(1) s_0063 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1733	(1) s_0705 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1734	(1) s_0363 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1735	(1) s_0699 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1736	(1) s_0579 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1737	(1) s_0973 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1738	(1) s_1175 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1739	(1) s_1182 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1740	(1) s_0792 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1741	(1) s_0999 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1742	(1) s_1137 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1743	(1) s_0992 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1744	(1) s_1033 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1745	(1) s_1040 -> (1) s_0668	irreversible	NA	  0.00	1000.00	  0.00		
r_1746	(1) s_0062 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1747	(1) s_0704 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1748	(1) s_0362 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1749	(1) s_0698 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1750	(1) s_0578 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1751	(1) s_0972 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1752	(1) s_1174 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1753	(1) s_1181 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1754	(1) s_0791 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1755	(1) s_0998 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1756	(1) s_1136 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1757	(1) s_0991 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1758	(1) s_1032 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1759	(1) s_1039 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1760	(1) s_0058 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1761	(1) s_0700 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1762	(1) s_0358 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1763	(1) s_0695 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1764	(1) s_0574 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1765	(1) s_0968 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1766	(1) s_1170 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1767	(1) s_1177 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1768	(1) s_0788 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1769	(1) s_0994 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1770	(1) s_1132 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1771	(1) s_0987 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1772	(1) s_1028 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1773	(1) s_1035 -> (1) s_0663	irreversible	NA	  0.00	1000.00	  0.00		
r_1788	(1) s_0060 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1789	(1) s_0702 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1790	(1) s_0360 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1791	(1) s_0696 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1792	(1) s_0576 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1793	(1) s_0970 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1794	(1) s_1172 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1795	(1) s_1179 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1796	(1) s_0789 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1797	(1) s_0996 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1798	(1) s_1134 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1799	(1) s_0989 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1800	(1) s_1030 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1801	(1) s_1037 -> (1) s_0665	irreversible	NA	  0.00	1000.00	  0.00		
r_1802	(1) s_1307 -> (1) s_0664	irreversible	NA	  0.00	1000.00	  0.00		
r_1803	(1) s_0493 -> (1) s_0667	irreversible	NA	  0.00	1000.00	  0.00		
r_1804	(1) s_0677 -> (1) s_0675	irreversible	NA	  0.00	1000.00	  0.00		
r_1805	(1) s_0678 -> (1) s_0675	irreversible	NA	  0.00	1000.00	  0.00		
r_1806	(1) s_0076 -> (1) s_1230	irreversible	NA	  0.00	1000.00	  0.00		
r_1807	(1) s_0575 -> (1) s_1307	irreversible	NA	  0.00	1000.00	  0.00		
r_1808	(1) s_1133 -> (1) s_1307	irreversible	NA	  0.00	1000.00	  0.00		
r_1809	(1) s_1459 -> (1) s_1453	irreversible	NA	  0.00	1000.00	  0.00		
r_1810	(1) s_1460 -> (1) s_1453	irreversible	NA	  0.00	1000.00	  0.00		
r_1812	(0.51852) s_0743 + (1) s_0446 + (0.268) s_0899 + (0.050027) s_0933 + (0.051) s_0434 + (0.003587) s_0564 + (0.051) s_0752 + (0.05) s_0511 + (0.35734) s_0863 + (0.268) s_0907 + (0.002432) s_0569 + (0.002432) s_0593 + (0.003587) s_0619 + (0.067) s_1417 + (0.17152) s_0881 + (0.32518) s_0740 + (0.023371) s_0416 + (0.13579) s_0873 + (0.17152) s_0877 + (0.25371) s_0943 + (0.04288) s_0889 + (0.075041) s_0911 + (0.17152) s_0920 + (0.19653) s_0949 + (0.028) s_0952 + (0.096481) s_0955 + (0.25014) s_0925 + (0.23942) s_0929 + (0.11435) s_0936 + (0.12864) s_0939 + (9e-04) s_1283 + (0.02) s_1347 + (0.25728) s_0960 + (1.1358) s_0002 + (0.82099) s_1011 + (1) s_1000 -> (1) s_0400 + (1) s_1207 + (1) s_0463	irreversible	NA	  0.00	1000.00	  0.00		
r_1813	(1) s_2537 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1814	(1) s_0463 ->  	irreversible	NA	  0.00	1000.00	  1.00		
r_1815	(1) s_0830 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1816	(0.000125) s_0632 + (0.000114) s_0670 + (0.000697) s_1234 + (0.001531) s_0091 + (0.000781) s_1399 + (0.005603) s_0636 + (0.000373) s_1220 + (0.002884) s_1229 + (0.000812) s_0642 + (0.000206) s_0664 + (0.000417) s_0824 + (1) 5.6e-05_s_0124 + (1) 9.6e-05_s_0627 + (1) 3.2e-05_s_0963 + (1) 1.5e-05_s_1448 -> (1) s_1000	irreversible	NA	  0.00	1000.00	  0.00		
r_1817	(1) s_2636 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1818	(1) s_2533 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1819	(1) s_2536 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1820	(1) s_2546 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1821	(1) s_2547 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1822	(1) s_2548 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1823	(1) s_2549 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1824	(1) s_2550 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1825	(1) s_0730 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1826	(1) s_2551 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1827	(1) s_0724 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1828	(1) s_0409 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1829	(1) s_0441 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1830	(1) s_0440 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1831	(1) s_0443 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1832	(1) s_0442 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1833	(1) s_0445 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1834	(1) s_0444 ->  	irreversible	NA	  0.00	1000.00	  0.00		
r_1835	(1) s_0524 ->  	irreversible	NA	  0.00	1000.00	  0.00		
